index,contract,invoice_type,billing_type,1,2,3,4,5,6,7,8,9,10,11,12,fraud_consumption,fraud_flag,SERVICE_STATUS,POWER_SUSCRIBED,TARIFF,ACTIVITY_CMS,READWITH,SEGMENT,agency,zone,block
12356099,201771586,0,2,1382,1205,1888,3707,2299,955,1985,2498,3004,,3268,4602,12672,1,1,6.6,1,3,2,2,823,11,0
7258285,201771586,0,1,1382,1205,1888,3707,2299,955,1985,2498,3004,,3268,4602,12672,1,1,6.6,1,3,2,2,823,11,0
5119082,201771669,0,1,,680,274,537,388,189,19,,,990,1217,538,950,1,1,3.3,1,3,2,1,833,5,0
12180437,201771901,0,1,96,124,105,200,226,212,194,204,150,286,219,48,950,1,1,2.2,1,6,1,5,832,7,0
5728641,201772892,0,1,164,375,317,341,267,317,194,170,37,36,42,152,3960,1,3,4.4,1,6,1,3,829,7,0
13534878,201773505,0,1,1115,1184,1085,,4493,3471,2858,2512,2544,,2178,3932,35470,1,1,6.6,1,3,2,2,828,8,0
1059837,201773984,0,1,135,143,153,278,276,265,253,235,264,148,207,260,3326,1,1,3.3,1,6,1,5,609,3,0
3068284,201775181,0,2,234,124,382,295,409,209,50,0,0,0,0,0,13854,1,2,13.2,1,3,1,2,850,11,0
11075810,201775181,0,1,234,124,382,295,409,209,50,0,0,0,0,0,13854,1,2,13.2,1,3,1,2,850,11,0
4220501,201778465,0,2,,855,1774,3052,,0,0,2605,2504,2848,2083,2919,8554,1,1,19.8,1,3,2,2,830,5,0
9124408,201778465,0,1,,855,1774,3052,,0,0,2605,2504,2848,2083,2919,8554,1,1,19.8,1,3,2,2,830,5,0
11050400,201778507,0,1,110,119,0,41,135,158,173,189,89,97,0,242,475,1,1,2.2,1,6,1,5,220,2,0
5518474,201778507,0,2,110,119,0,41,135,158,173,189,89,97,0,242,475,1,1,2.2,1,6,1,5,220,2,0
9435719,201778988,0,2,20,12,60,2,0,0,0,0,0,0,0,2,238,1,1,4.4,1,6,1,3,826,18,0
5734795,201778988,0,1,20,12,60,2,0,0,0,0,0,0,0,2,238,1,1,4.4,1,6,1,3,826,18,0
5647014,201779427,0,1,532,954,997,986,947,695,778,932,887,1085,1163,1375,7603,1,1,39.6,1,6,2,4,829,1,0
11270304,201782996,0,1,120,133,86,74,45,58,50,39,,39,32,100,950,1,1,2.2,1,6,1,5,833,6,0
12851484,201783702,0,1,5,40,261,296,422,380,136,196,244,328,374,222,1901,1,1,3.3,1,6,1,5,210,13,0
1192653,201783770,0,1,0,0,3,22,18,3,37,0,0,0,0,0,1901,1,4,2.2,1,6,1,5,829,18,0
1750456,201783770,0,2,0,0,3,22,18,3,37,0,0,0,0,0,1901,1,4,2.2,1,6,1,5,829,18,0
11044434,201785135,0,2,220,187,176,80,283,359,0,605,295,300,162,373,4277,1,2,6.6,1,6,2,4,832,10,0
2443005,201785135,0,1,220,187,176,80,283,359,0,605,295,300,162,373,4277,1,2,6.6,1,6,2,4,832,10,0
12016057,201785460,0,1,127,136,143,151,158,121,82,163,111,139,165,149,634,1,1,2.2,1,3,1,1,828,6,0
4805014,201787286,0,1,856,,,,,,,,,,,,6653,1,2,13.2,1,6,2,4,962,4,0
216285,201790792,0,1,300,268,200,367,0,0,0,0,0,86,2462,1994,3326,1,1,6.6,1,0,1,0,810,14,0
659427,201790792,0,2,300,268,200,367,0,0,0,0,0,86,2462,1994,3326,1,1,6.6,1,0,1,0,810,14,0
3088986,201797854,0,1,448,593,339,306,538,272,260,245,275,284,222,210,3326,1,2,2.2,1,6,1,5,613,9,0
4313546,201797948,0,1,1762,2027,2683,,0,5581,2857,3009,3818,,6977,4323,9142,1,1,39.6,1,3,2,2,735,24,0
2624027,201798796,0,2,302,246,201,201,169,183,173,93,144,203,203,74,1584,1,2,6.6,1,23,3,1,821,12,0
8567709,201798796,0,1,302,246,201,201,169,183,173,93,144,203,203,74,1584,1,2,6.6,1,23,3,1,821,12,0
3637000,201798806,0,2,281,0,,,0,0,0,0,0,,0,0,1584,1,2,2.2,1,6,1,5,0,0,0
6113284,201798806,0,1,281,0,,,0,0,0,0,0,,0,0,1584,1,2,2.2,1,6,1,5,0,0,0
1089222,201800460,0,1,60,56,64,75,81,80,145,855,669,577,572,658,1267,1,4,13.2,1,3,1,1,823,11,0
8163525,201803068,0,2,129,104,102,0,158,67,75,33,119,89,91,118,475,1,1,2.2,1,3,1,1,822,11,0
557088,201803068,0,1,129,104,102,0,158,67,75,33,119,89,91,118,475,1,1,2.2,1,3,1,1,822,11,0
12089571,201804264,0,1,208,300,321,347,120,126,120,151,174,176,192,170,950,1,1,2.2,1,3,1,1,960,17,0
4852978,201804657,0,2,179,165,166,166,165,178,155,158,174,164,189,208,3168,1,4,2.2,1,6,1,5,821,11,0
6305442,201804657,0,1,179,165,166,166,165,178,155,158,174,164,189,208,3168,1,4,2.2,1,6,1,5,821,11,0
82602,201806553,0,1,182,195,191,217,212,178,245,158,136,171,211,164,1980,1,2,3.3,1,6,1,5,829,2,0
375315,201810572,0,2,364,456,428,,,306,27,0,603,,883,1305,3960,1,1,19.8,1,3,2,2,824,11,0
11799354,201810572,0,1,364,456,428,,,306,27,0,603,,883,1305,3960,1,1,19.8,1,3,2,2,824,11,0
2643887,201811383,0,1,63,64,122,284,399,420,315,347,267,328,348,280,1901,1,1,6.6,1,6,1,4,220,6,0
6835766,201813038,0,2,,,,,,,0,1798,1082,1181,1163,1219,1584,1,1,9.9,1,6,1,4,832,7,0
8869220,201813038,0,1,,,,,,,0,1798,1082,1181,1163,1219,1584,1,1,9.9,1,6,1,4,832,7,0
2092264,201813527,0,1,130,116,150,148,149,135,133,59,102,225,103,139,1267,1,1,6.6,1,3,2,2,735,18,0
3464934,201814274,0,1,144,203,187,172,149,157,170,168,166,180,,,1584,1,1,6.6,1,10,1,2,825,8,0
8150485,201814327,0,1,130,150,118,201,179,200,461,262,300,250,241,245,1980,1,1,2.2,1,3,1,1,804,6,0
12572906,201814486,0,1,127,80,225,166,0,0,319,361,562,353,272,140,1901,1,3,2.2,1,6,1,5,962,3,0
7986009,201816875,0,1,489,663,435,455,398,519,526,307,328,429,500,533,3960,1,2,2.2,1,6,1,5,823,7,0
1237998,201819145,0,2,53,55,55,0,0,10,47,78,127,121,159,88,1584,1,1,2.2,1,6,1,5,829,10,0
6858219,201819145,0,1,53,55,55,0,0,10,47,78,127,121,159,88,1584,1,1,2.2,1,6,1,5,829,10,0
11834159,201819877,0,1,131,186,188,230,266,238,112,276,482,322,262,62,1267,1,2,2.2,1,3,1,1,823,6,0
3905227,201823405,0,2,38,46,46,45,66,56,82,39,28,33,8,7,238,1,4,2.2,1,6,1,5,735,18,0
516435,201823405,0,1,38,46,46,45,66,56,82,39,28,33,8,7,238,1,4,2.2,1,6,1,5,735,18,0
11027019,201825014,0,1,2187,2227,2063,2125,6293,5062,8168,8265,6369,,10274,9792,43040,1,1,19.8,1,3,2,2,823,6,0
13541244,201825136,0,2,114,134,110,109,114,186,117,79,67,121,107,94,1980,1,1,2.2,1,3,1,1,830,7,0
2337821,201825136,0,1,114,134,110,109,114,186,117,79,67,121,107,94,1980,1,1,2.2,1,3,1,1,830,7,0
8734514,201826090,0,1,53,62,0,45,,,,,,,1,,1980,1,2,2.2,1,6,1,5,826,18,0
2909589,201827177,0,1,39,50,54,128,347,216,82,130,192,231,195,121,2534,1,1,2.2,1,6,1,5,220,5,0
6752795,201827286,0,1,132,,,,,,,,,,,,1267,1,2,2.2,1,6,1,5,210,7,0
11502202,201830445,0,2,36,47,42,40,37,36,0,0,102,31,41,36,238,1,1,2.2,1,0,1,0,868,2,0
3604998,201830445,0,1,36,47,42,40,37,36,0,0,102,31,41,36,238,1,1,2.2,1,0,1,0,868,2,0
765750,201831015,0,1,102,103,171,224,166,138,154,173,149,168,102,186,1584,1,1,2.2,1,6,1,5,832,5,0
7507217,201831833,0,1,429,418,420,300,31,,1388,1269,0,0,323,323,6336,1,1,13.2,1,0,1,0,816,5,0
6497298,201835500,0,1,152,202,112,153,183,94,240,150,141,153,136,147,950,1,2,2.2,1,6,1,5,830,1,0
5119094,201836225,0,1,1325,2197,1417,1438,,5314,2532,1984,834,,1265,1291,6653,1,4,19.8,1,3,2,2,823,6,0
6920353,201836356,0,1,112,185,748,420,504,336,0,0,0,,,0,2851,1,2,2.2,1,6,1,5,832,1,0
12743891,201837359,0,1,100,112,107,98,92,167,120,124,108,136,137,121,1901,1,2,2.2,1,6,1,5,832,2,0
3706931,201838569,0,1,634,306,281,305,309,251,255,311,363,119,1445,1164,15206,1,1,13.2,1,3,2,2,825,14,0
713030,201838952,0,1,2296,2842,1424,1424,827,1856,880,520,465,1100,1720,1031,6336,1,1,19.8,1,3,2,2,821,8,0
2544297,201838952,0,2,2296,2842,1424,1424,827,1856,880,520,465,1100,1720,1031,6336,1,1,19.8,1,3,2,2,821,8,0
108309,201839947,0,2,52,146,207,251,251,182,176,181,170,216,199,234,1980,1,1,2.2,1,6,1,5,829,12,0
8451815,201839947,0,1,52,146,207,251,251,182,176,181,170,216,199,234,1980,1,1,2.2,1,6,1,5,829,12,0
12882227,201840495,0,1,70,95,117,88,70,50,40,80,56,54,35,161,1584,1,1,9.9,1,3,1,2,890,41,0
12280112,201840712,0,1,771,756,862,463,1180,987,1392,1119,532,597,611,570,6970,1,1,2.2,1,6,1,5,827,4,0
8407667,201842442,0,2,128,149,,,421,104,194,126,108,240,108,103,6336,1,1,2.2,1,6,1,5,826,9,0
11435080,201842442,0,1,128,149,,,421,104,194,126,108,240,108,103,6336,1,1,2.2,1,6,1,5,826,9,0
8891736,201843021,0,1,115,14,88,144,202,95,43,30,25,45,64,66,1980,1,4,2.2,1,6,1,5,829,15,0
12428212,201844893,0,1,520,657,607,558,707,864,1190,1789,2265,,1334,1589,5702,1,1,6.6,1,0,2,0,824,9,0
8314014,201845716,0,2,1747,830,2097,2097,3453,1838,5237,3000,3296,0,,,8870,1,3,39.6,1,23,1,2,821,7,0
4127818,201845716,0,1,1747,830,2097,2097,3453,1838,5237,3000,3296,0,,,8870,1,3,39.6,1,23,1,2,821,7,0
5812084,201846156,0,1,201,184,187,186,227,185,242,180,123,205,153,251,3326,1,4,6.6,1,3,1,2,830,5,0
2139019,201846624,0,1,216,4,639,678,1406,475,387,748,564,,,,475,1,4,6.6,1,3,1,2,735,19,0
6169066,201846624,0,2,216,4,639,678,1406,475,387,748,564,,,,475,1,4,6.6,1,3,1,2,735,19,0
1976873,201846881,0,2,45,43,36,66,64,61,40,38,51,0,0,0,1901,1,4,9.9,1,3,1,2,829,10,0
6201423,201846881,0,1,45,43,36,66,64,61,40,38,51,0,0,0,1901,1,4,9.9,1,3,1,2,829,10,0
13443258,201848187,0,2,2418,1797,2389,2455,2354,0,2005,4740,2980,,3346,3061,6336,1,1,6.6,1,3,2,2,828,9,0
13139140,201848187,0,1,2418,1797,2389,2455,2354,0,2005,4740,2980,,3346,3061,6336,1,1,6.6,1,3,2,2,828,9,0
3311081,201848234,0,2,159,184,150,135,0,343,338,379,315,347,272,83,950,1,2,2.2,1,6,3,5,804,3,0
2310950,201848234,0,1,159,184,150,135,0,343,338,379,315,347,272,83,950,1,2,2.2,1,6,3,5,804,3,0
23087,201848316,0,1,131,113,105,341,362,336,286,334,340,324,348,412,1584,1,2,2.2,1,0,3,0,822,6,0
155964,201849665,0,1,592,564,432,591,623,624,312,1239,717,741,1285,804,950,1,1,19.8,1,6,2,4,805,3,0
7713591,201849875,0,1,60,46,61,53,78,288,,310,166,338,358,379,3326,1,1,4.4,1,6,1,3,826,3,0
9324231,201852322,0,1,15,0,15,,,,2,,0,,,,475,1,2,2.2,1,14,1,1,869,1,0
5254343,201854810,0,1,191,213,283,339,343,321,185,90,213,266,183,225,950,1,1,6.6,1,6,2,4,735,17,0
10097174,201855172,0,1,75,75,81,90,91,86,39,130,119,117,96,76,475,1,1,2.2,1,3,1,1,823,9,0
10916299,201858135,0,2,53,33,36,19,89,97,89,57,19,101,93,51,475,1,1,2.2,1,3,1,1,804,9,0
9309761,201858135,0,1,53,33,36,19,89,97,89,57,19,101,93,51,475,1,1,2.2,1,3,1,1,804,9,0
2684310,201859109,0,2,292,104,,202,104,109,128,,238,131,0,0,3960,1,2,2.2,1,3,1,1,735,18,0
2345091,201859719,0,1,1381,1339,1425,1351,2447,2442,3064,5136,1279,,1791,2402,5702,1,4,6.6,1,6,2,4,823,11,0
2958776,201861492,0,2,267,296,274,327,462,267,0,184,82,219,,506,6653,1,2,2.2,1,3,1,1,0,0,0
2841060,201861492,0,1,267,296,274,327,462,267,0,184,82,219,,506,6653,1,2,2.2,1,3,1,1,0,0,0
9784961,201863231,0,1,,423,,664,327,247,123,141,217,204,130,308,3960,1,1,6.6,1,3,2,2,746,27,0
10640706,201863338,0,1,291,283,232,249,0,,,,,,0,0,6970,1,2,2.2,1,6,1,5,829,1,0
12557527,201863338,0,2,291,283,232,249,0,,,,,,0,0,6970,1,2,2.2,1,6,1,5,829,1,0
13610079,201863984,0,1,107,78,0,0,0,0,35,60,49,64,47,72,1584,1,6,2.2,1,3,1,1,832,2,0
3445277,201866764,0,1,,,,,,,,,,106,61,25,1901,1,2,6.6,1,3,1,2,745,28,0
550328,201869359,0,2,41,24,130,126,,829,63,,,1136,570,340,3168,1,1,4.4,1,3,1,1,824,13,0
3478498,201869359,0,1,41,24,130,126,,829,63,,,1136,570,340,3168,1,1,4.4,1,3,1,1,824,13,0
1071123,201869602,0,2,,10,,,7,34,34,35,34,0,0,0,238,1,1,2.2,1,0,1,0,824,16,0
10836800,201869602,0,1,,10,,,7,34,34,35,34,0,0,0,238,1,1,2.2,1,0,1,0,824,16,0
2017026,201870618,0,2,291,255,296,302,225,0,519,333,582,596,615,0,3168,1,2,2.2,1,3,1,1,805,13,0
8434808,201870618,0,1,291,255,296,302,225,0,519,333,582,596,615,0,3168,1,2,2.2,1,3,1,1,805,13,0
12155927,201875396,0,1,32,149,54,53,0,5,50,43,,,,,1901,1,1,6.6,1,6,1,4,609,3,0
2145758,201875583,0,2,548,58,139,156,40,25,,227,80,105,181,0,7603,1,2,6.6,1,3,1,2,745,21,0
12618476,201875583,0,1,548,58,139,156,40,25,,227,80,105,181,0,7603,1,2,6.6,1,3,1,2,745,21,0
6068047,201876418,0,1,101,75,79,78,74,75,66,77,66,80,63,66,1267,1,1,3.3,1,3,1,1,829,16,0
13323403,201876657,0,2,134,151,83,85,124,115,96,,340,64,344,0,6336,1,4,6.6,1,6,1,3,829,13,0
2837114,201876657,0,1,134,151,83,85,124,115,96,,340,64,344,0,6336,1,4,6.6,1,6,1,3,829,13,0
10265352,201877027,0,2,3092,2725,3224,3034,3015,1441,2018,2102,2162,0,12529,7575,2851,1,2,19.8,1,10,2,2,820,18,0
9969779,201877027,0,1,3092,2725,3224,3034,3015,1441,2018,2102,2162,0,12529,7575,2851,1,2,19.8,1,10,2,2,820,18,0
7483038,201879506,0,2,42,5,,,12,231,,98,345,267,0,92,1901,1,4,2.2,1,3,1,1,609,1,0
7697687,201879506,0,1,42,5,,,12,231,,98,345,267,0,92,1901,1,4,2.2,1,3,1,1,609,1,0
1550793,201879654,0,2,481,569,276,,600,798,0,1326,779,587,551,523,13939,1,1,6.6,1,3,2,2,613,7,0
5521643,201879654,0,1,481,569,276,,600,798,0,1326,779,587,551,523,13939,1,1,6.6,1,3,2,2,613,7,0
9647466,201880218,0,2,,,,,248,,,,,,227,441,1901,1,1,6.6,1,0,1,0,824,9,0
11437422,201880218,0,1,,,,,248,,,,,,227,441,1901,1,1,6.6,1,0,1,0,824,9,0
12781653,201881482,0,2,375,174,331,422,88,99,741,1131,803,90,93,716,7603,1,1,13.2,1,3,1,2,827,11,0
844209,201881482,0,1,375,174,331,422,88,99,741,1131,803,90,93,716,7603,1,1,13.2,1,3,1,2,827,11,0
12217657,201882640,0,1,2581,2491,2207,1453,2114,3738,,7524,4402,4756,4082,4834,8554,1,1,39.6,1,3,2,2,833,2,0
7069351,201883664,0,1,298,340,422,307,336,254,395,330,447,276,308,380,3802,1,4,2.2,1,3,1,1,890,42,0
5739537,201884590,0,1,334,204,197,197,,,,,,,,0,20275,1,1,6.6,1,6,2,4,832,15,0
50598,201884590,0,2,334,204,197,197,,,,,,,,0,20275,1,1,6.6,1,6,2,4,832,15,0
13526166,201884846,0,1,204,215,255,397,447,418,321,340,224,292,263,271,2851,1,1,6.6,1,6,1,3,829,5,0
13338545,201884886,0,1,187,201,250,697,798,470,78,101,88,105,108,121,2851,1,1,2.2,1,6,1,5,829,5,0
10296182,201886667,0,1,290,303,287,230,301,321,296,314,283,293,296,272,238,1,1,6.6,1,3,2,2,960,6,0
9205581,201889025,0,1,300,1100,683,218,338,289,60,366,489,141,187,116,11405,1,4,6.6,1,3,2,2,825,9,0
1083833,201893347,0,1,916,845,927,1296,1281,909,820,698,436,551,768,789,1980,1,1,2.2,1,6,2,5,828,4,0
8769260,201893374,0,1,10,0,111,160,262,227,173,213,87,19,247,57,238,1,1,1.1,1,6,1,5,210,15,0
4090797,201893404,0,1,126,158,149,,,,,203,249,618,,678,950,1,1,6.6,1,6,2,4,735,19,0
3760726,201894225,0,1,58,20,0,0,0,,,,,,,,7603,1,2,2.2,1,15,1,1,821,13,0
2142287,201894225,0,2,58,20,0,0,0,,,,,,,,7603,1,2,2.2,1,15,1,1,821,13,0
10151801,201894935,0,1,93,103,104,110,126,94,89,100,103,166,185,238,1267,1,4,2.2,1,3,1,1,735,20,0
9759152,201895397,0,1,360,447,392,456,738,556,484,412,361,491,480,540,3168,1,1,13.2,1,3,1,1,829,12,0
1975300,201895652,0,1,118,84,129,129,107,112,120,133,138,209,211,269,6970,1,1,19.8,1,6,1,4,829,16,0
5389808,201899668,0,1,2484,2001,3253,,2332,1243,1485,998,1218,,1665,425,3326,1,4,19.8,1,3,2,2,826,15,0
697441,201899668,0,2,2484,2001,3253,,2332,1243,1485,998,1218,,1665,425,3326,1,4,19.8,1,3,2,2,826,15,0
1783114,201899762,0,1,40,40,35,31,33,39,28,37,28,39,32,269,950,1,2,2.2,1,6,3,5,825,2,0
10314315,201901738,0,1,35,41,43,45,45,230,323,195,200,254,235,175,3960,1,1,3.3,1,0,1,0,826,1,0
4842273,201902229,0,1,355,351,356,293,312,330,374,664,593,651,628,630,2851,1,1,19.8,1,3,2,2,804,6,0
12776699,201902462,0,1,89,74,0,0,0,0,0,0,,0,,2000,3802,1,2,2.2,1,0,1,0,822,5,0
811138,201902462,0,2,89,74,0,0,0,0,0,0,,0,,2000,3802,1,2,2.2,1,0,1,0,822,5,0
130956,201903012,0,2,168,33,0,0,0,0,,,,,0,0,3960,1,2,2.2,1,0,1,0,826,5,0
5984953,201903012,0,1,168,33,0,0,0,0,,,,,0,0,3960,1,2,2.2,1,0,1,0,826,5,0
10341625,201903513,0,2,0,1288,547,517,516,436,525,231,,0,278,831,1901,1,1,2.2,1,3,1,1,829,11,0
6662496,201903513,0,1,0,1288,547,517,516,436,525,231,,0,278,831,1901,1,1,2.2,1,3,1,1,829,11,0
11969204,201905090,0,2,447,0,308,238,776,587,487,281,0,382,68,55,29104,1,2,6.6,1,6,1,4,832,6,0
6329044,201905090,0,1,447,0,308,238,776,587,487,281,0,382,68,55,29104,1,2,6.6,1,6,1,4,832,6,0
13173584,201908554,0,1,61,67,20,,,,2,,,,,,1267,1,2,2.2,1,0,1,0,826,5,0
8778887,201910125,0,2,6,,,,,,,,,,,,238,1,2,2.2,1,6,1,5,962,26,0
11832045,201912125,0,2,1174,534,548,1208,752,644,950,798,812,738,659,977,4114,1,1,6.6,1,3,1,1,890,21,0
5229546,201912125,0,1,1174,534,548,1208,752,644,950,798,812,738,659,977,4114,1,1,6.6,1,3,1,1,890,21,0
11186445,201913909,0,1,159,273,149,84,96,136,186,147,312,358,253,343,5702,1,2,13.2,1,10,1,2,462,1,0
6828096,201915155,0,2,314,877,777,671,537,,1323,449,484,527,413,457,3168,1,2,6.6,1,6,2,4,735,15,0
8806651,201915155,0,1,314,877,777,671,537,,1323,449,484,527,413,457,3168,1,2,6.6,1,6,2,4,735,15,0
11173876,201916482,0,1,63,72,180,1,18,73,90,,33,109,100,84,950,1,1,2.2,1,3,1,1,830,4,0
1833620,201916808,0,1,9,14,178,139,145,134,103,112,96,62,70,67,475,1,1,2.2,1,0,1,0,962,26,0
1299579,201924180,0,1,163,192,220,239,167,172,156,196,118,234,236,262,3960,1,2,3.3,1,6,1,5,829,1,0
9526241,201924867,0,2,470,,,,,0,,,,,,,6336,1,2,3.3,1,6,1,5,804,7,0
4968941,201924867,0,1,470,,,,,0,,,,,,,6336,1,2,3.3,1,6,1,5,804,7,0
6471424,201925439,0,1,1724,2264,2329,2615,2454,2755,2100,1175,,7305,4308,5376,1901,1,1,6.6,1,3,2,2,802,1,0
3310915,201925500,0,1,281,217,118,305,163,355,387,254,120,9,53,65,475,1,4,2.2,1,3,1,1,823,10,0
1405118,201925559,0,2,171,94,180,184,168,0,,134,,0,0,1492,1267,1,1,2.2,1,3,1,1,823,11,0
4993201,201925559,0,1,171,94,180,184,168,0,,134,,0,0,1492,1267,1,1,2.2,1,3,1,1,823,11,0
1572633,201928542,0,1,286,637,,134,548,186,165,167,124,150,149,131,12672,1,1,2.2,1,6,1,5,829,10,0
5247255,201930813,0,1,178,789,,,,,,274,26,84,174,178,1267,1,1,2.2,1,0,1,0,962,2,0
5207843,201935455,0,1,576,657,657,634,578,842,664,556,635,,637,864,3802,1,1,2.2,1,3,2,1,823,11,0
1392344,201935455,0,2,576,657,657,634,578,842,664,556,635,,637,864,3802,1,1,2.2,1,3,2,1,823,11,0
13201120,201935634,0,2,30,24,89,448,463,276,43,0,0,0,0,0,3168,1,1,2.2,1,3,1,1,828,4,0
215969,201935634,0,1,30,24,89,448,463,276,43,0,0,0,0,0,3168,1,1,2.2,1,3,1,1,828,4,0
2105670,201941302,0,1,185,170,189,143,120,126,107,113,220,539,388,335,950,1,4,6.6,1,6,1,4,614,3,0
3495647,201944394,0,1,0,,,,0,0,0,0,,0,422,471,3960,1,1,2.2,1,3,1,1,802,12,0
13324589,201944394,0,2,0,,,,0,0,0,0,,0,422,471,3960,1,1,2.2,1,3,1,1,802,12,0
10862933,201944893,0,1,64,17,19,104,58,54,72,33,106,19,63,2,950,1,1,2.2,1,6,1,5,833,1,0
9822985,201944906,0,1,201,276,733,272,282,256,305,292,339,265,176,31,5702,1,2,2.2,1,6,1,5,833,1,0
5247343,201948315,0,1,963,968,314,591,356,656,706,1521,548,,566,773,8554,1,1,2.2,1,3,2,1,823,2,0
8831231,201950515,0,1,412,675,531,759,206,274,553,1470,2415,1475,1632,1677,6653,1,4,6.6,1,3,2,2,831,15,0
2061405,201951408,0,2,1926,3302,2130,2376,2429,2172,2500,2649,2258,,4346,2295,3168,1,1,19.8,1,40,2,2,735,11,0
9730618,201951408,0,1,1926,3302,2130,2376,2429,2172,2500,2649,2258,,4346,2295,3168,1,1,19.8,1,40,2,2,735,11,0
1841675,201953723,0,1,501,595,577,708,733,587,561,797,388,450,321,745,1980,1,2,13.2,1,3,1,2,829,4,0
7419228,201957271,0,1,284,225,320,392,310,677,576,511,524,641,634,850,3960,1,1,39.6,1,3,1,2,824,1,0
12315947,201959363,0,1,830,1132,901,874,716,778,739,656,581,505,491,477,634,1,1,9.9,1,3,2,2,960,12,0
6986422,201962311,0,1,83,112,132,141,492,0,,,,,,,4752,1,2,2.2,1,3,1,1,0,0,0
3801518,201962809,0,2,1590,57,56,220,879,356,144,309,298,1190,884,1066,3802,1,1,19.8,1,6,1,4,745,21,0
10101742,201962809,0,1,1590,57,56,220,879,356,144,309,298,1190,884,1066,3802,1,1,19.8,1,6,1,4,745,21,0
1472429,201964182,0,1,535,680,787,898,1126,1111,1152,1094,999,1610,0,3520,4277,1,2,6.6,1,6,2,4,746,22,0
9595520,201966301,0,2,288,275,284,293,0,1033,530,560,472,527,692,767,6336,1,1,9.9,1,6,1,4,829,2,0
11450074,201966301,0,1,288,275,284,293,0,1033,530,560,472,527,692,767,6336,1,1,9.9,1,6,1,4,829,2,0
9349266,201966530,0,1,0,72,166,173,175,105,130,107,80,108,82,96,950,1,2,2.2,1,0,1,0,962,6,0
3787693,201966618,0,1,338,297,330,357,292,389,178,170,178,207,281,303,2534,1,1,6.6,1,0,1,0,210,1,0
12190212,201967144,0,1,118,187,209,104,138,129,160,109,88,107,119,401,3802,1,1,2.2,1,6,1,5,833,1,0
276701,201967826,0,2,258,288,400,400,541,565,272,366,448,690,737,192,1901,1,1,6.6,1,0,2,0,832,6,0
2324158,201967826,0,1,258,288,400,400,541,565,272,366,448,690,737,192,1901,1,1,6.6,1,0,2,0,832,6,0
5616047,201968843,0,2,97,213,283,328,247,137,0,0,0,0,0,0,3326,1,2,6.6,1,6,1,4,961,25,0
10761339,201968843,0,1,97,213,283,328,247,137,0,0,0,0,0,0,3326,1,2,6.6,1,6,1,4,961,25,0
3133917,201970710,0,1,504,913,1229,626,695,5422,1022,1216,1075,,1280,1485,15206,1,1,6.6,1,3,2,2,823,13,0
6697239,201970787,0,2,38,53,31,39,42,47,39,73,59,60,32,0,1267,1,4,6.6,1,3,1,1,826,8,0
3852673,201970787,0,1,38,53,31,39,42,47,39,73,59,60,32,0,1267,1,4,6.6,1,3,1,1,826,8,0
11882107,201971043,0,1,340,582,460,410,392,461,435,436,290,546,553,862,6653,1,1,19.8,1,8,2,2,829,7,0
9363885,201971482,0,1,265,249,204,185,224,211,321,228,119,0,0,0,3168,1,1,6.6,1,3,1,2,828,1,0
7383435,201971916,0,1,10,14,236,83,130,127,160,19,21,75,88,84,3168,1,1,2.2,1,0,1,0,832,13,0
365441,201972749,0,1,68,72,75,37,45,46,43,54,54,49,54,69,950,1,2,2.2,1,6,1,5,833,3,0
8363566,201973444,0,1,306,389,416,,,406,373,272,358,330,314,236,1901,1,2,6.6,1,6,1,4,823,6,0
10706232,201974397,0,2,176,-401,46,55,46,38,86,150,106,90,108,105,3168,1,2,2.2,1,6,1,5,820,18,0
583467,201974397,0,1,176,-401,46,55,46,38,86,150,106,90,108,105,3168,1,2,2.2,1,6,1,5,820,18,0
9120926,201974569,0,1,56,54,60,59,57,64,89,39,60,340,817,235,1980,1,2,2.2,1,6,3,5,830,5,0
4674050,201974748,0,1,134,157,164,480,538,370,400,538,464,505,540,811,3168,1,2,13.2,1,10,1,1,820,14,0
7592347,201974820,0,1,253,206,209,280,76,60,0,446,400,236,0,0,1267,1,4,6.6,1,3,1,2,823,11,0
7197616,201975506,0,1,435,204,206,80,0,0,,,,,,,950,1,2,2.2,1,6,1,5,962,27,0
1121979,201977194,0,1,170,197,162,211,224,178,151,123,130,161,201,143,634,1,1,2.2,1,6,1,5,200,10,0
3342853,201977244,0,2,195,218,217,237,222,209,226,235,243,240,217,182,3326,1,1,6.6,1,0,1,0,826,5,0
4962710,201977244,0,1,195,218,217,237,222,209,226,235,243,240,217,182,3326,1,1,6.6,1,0,1,0,826,5,0
10342119,201977364,0,1,24,52,56,108,82,84,64,81,108,94,109,106,1980,1,4,6.6,1,6,1,4,829,13,0
6403864,201977756,0,1,271,428,268,307,264,342,319,333,306,275,302,317,950,1,1,2.2,1,6,1,5,803,15,0
12062652,201977866,0,2,475,4,6,0,143,,295,,,,,,238,1,1,2.2,1,3,1,1,830,1,0
799937,201977866,0,1,475,4,6,0,143,,295,,,,,,238,1,1,2.2,1,3,1,1,830,1,0
7720893,201978299,0,1,22,54,55,43,39,,98,58,45,51,51,54,475,1,4,2.2,1,3,1,1,828,6,0
12835213,201981223,0,1,845,1121,379,312,354,245,,,,,0,0,8554,1,2,6.6,1,6,1,4,829,12,0
